State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
OR,2,41.0,35.8,89.0,29.81,10.0,8.1,0.0
OR,2,33.8,24.3,93.0,29.77,0.8,13.8,0.01
OR,2,43.0,37.7,86.0,29.82,10.0,9.2,
CA,2,51.1,,96.0,30.04,7.0,,
CA,4,52.0,,100.0,29.9,10.0,,0.01
MD,4,30.7,,94.0,30.17,5.0,,
MD,4,29.7,,95.0,30.18,4.0,,
OH,2,46.0,42.5,93.0,29.82,2.0,6.9,0.16
WI,4,30.7,19.2,100.0,29.61,3.0,17.3,
CO,3,39.2,,61.0,29.59,50.0,,
OR,2,37.4,,81.0,29.75,10.0,,
OR,2,32.0,,96.0,29.73,0.8,,0.02
WA,2,45.0,,82.0,29.91,10.0,,
OR,2,32.0,28.7,93.0,29.83,10.0,3.5,
NC,4,68.0,,87.0,29.72,10.0,11.5,
GA,4,68.0,,96.0,29.86,5.0,5.8,
GA,4,68.0,,96.0,29.86,5.0,5.8,
WI,4,37.4,28.9,100.0,29.34,7.0,13.8,0.02
UT,2,28.4,19.7,100.0,30.06,7.0,9.2,
OR,2,37.0,,93.0,30.11,10.0,,
OR,2,37.4,,60.0,30.04,10.0,,
OR,2,44.1,40.8,96.0,30.19,10.0,5.8,
OR,2,41.0,36.4,89.0,30.18,10.0,6.9,
CT,2,48.9,,93.0,29.56,10.0,4.6,
NJ,2,54.0,,69.0,29.64,10.0,9.2,
NJ,2,54.0,,57.0,29.65,10.0,,
IN,2,37.0,28.1,89.0,29.98,8.0,15.0,0.0
IN,2,36.0,28.0,93.0,30.02,8.0,11.5,0.0
IN,4,36.0,27.5,82.0,30.06,10.0,12.7,
VA,3,64.0,,93.0,29.73,10.0,9.2,
VA,2,54.0,,93.0,29.79,10.0,3.5,
VA,2,46.4,42.4,62.0,29.87,10.0,8.1,
GA,2,57.9,,90.0,29.91,7.0,3.5,
SC,2,64.0,,80.0,29.94,10.0,8.1,
FL,2,,,,29.98,5.0,9.2,
MO,4,37.0,31.0,79.0,29.98,10.0,8.1,
TX,3,59.0,,44.0,30.17,10.0,10.4,
TX,3,69.1,,31.0,30.06,10.0,12.7,
TX,2,50.0,,46.0,30.18,10.0,12.7,
TX,3,62.6,,37.0,30.08,10.0,12.7,
TN,4,45.0,40.1,56.0,30.13,10.0,9.2,
UT,2,28.4,22.2,86.0,30.15,3.0,5.8,0.0
UT,2,25.0,20.7,96.0,30.24,6.0,3.5,
UT,2,27.0,,78.0,30.39,10.0,,
OR,2,34.0,,96.0,30.3,0.2,,
OR,2,44.1,40.1,71.0,30.15,10.0,6.9,
OR,2,37.9,33.5,79.0,30.24,10.0,5.8,
CA,3,42.8,,93.0,30.17,10.0,,
CA,3,53.6,,62.0,30.17,10.0,4.6,
CA,2,51.1,,66.0,30.14,10.0,10.4,
CA,2,52.0,,57.0,30.09,10.0,5.8,
CA,2,46.4,,87.0,30.2,10.0,,
CA,2,59.0,,44.0,30.17,10.0,3.5,
CA,2,49.1,,79.0,30.17,10.0,,
CA,2,60.8,,39.0,30.17,10.0,4.6,
CA,2,61.0,,46.0,30.17,10.0,4.6,
CA,2,62.1,,38.0,30.16,10.0,6.9,
CA,2,64.9,,45.0,30.07,10.0,6.9,
CA,2,63.0,,37.0,30.06,10.0,4.6,
CA,2,64.4,,28.0,30.07,10.0,,
CA,2,59.0,,36.0,30.01,10.0,,
CA,2,,,,,,,
CT,2,36.0,29.6,55.0,29.86,10.0,8.1,
NJ,2,37.9,31.5,51.0,29.97,10.0,9.2,
OH,2,35.1,31.0,85.0,30.22,10.0,4.6,0.0
OH,4,30.9,,67.0,30.12,10.0,,
IN,4,28.9,23.9,89.0,30.14,10.0,4.6,
TN,4,39.9,32.9,60.0,30.19,10.0,11.5,
SC,2,48.0,,63.0,30.09,10.0,5.8,
NC,3,45.0,,78.0,30.02,10.0,,
FL,2,73.0,,96.0,30.02,10.0,,
IL,2,30.9,22.8,69.0,30.22,10.0,9.2,0.0
IL,2,32.0,25.6,66.0,30.18,10.0,6.9,0.0
MO,2,30.9,22.8,64.0,30.28,10.0,9.2,
TX,2,32.0,27.5,85.0,30.4,10.0,4.6,
TX,3,50.0,,54.0,30.33,10.0,6.9,
TX,3,51.1,,59.0,30.32,10.0,5.8,
UT,2,11.8,,83.0,30.36,10.0,,
OR,2,,,,,,,
OR,2,42.1,33.6,55.0,30.14,10.0,18.4,
CA,2,51.1,,80.0,30.02,7.0,,
CA,2,52.0,,80.0,29.93,10.0,3.5,0.0
CA,2,51.8,,88.0,29.91,10.0,,
CA,2,53.1,,41.0,30.08,10.0,,
CA,2,55.9,,23.0,30.08,10.0,9.2,
CA,2,57.0,,32.0,30.07,10.0,,
CA,4,71.1,,19.0,29.97,10.0,5.8,
CA,2,68.0,,17.0,29.98,10.0,11.5,
NY,2,28.9,21.9,51.0,30.11,10.0,6.9,
MD,4,32.0,,75.0,30.07,10.0,,
IN,4,28.9,21.9,85.0,30.18,9.0,6.9,0.0
OH,2,30.9,19.4,69.0,30.1,10.0,17.3,
IN,2,,,,,,,
NJ,2,28.0,20.8,72.0,30.14,10.0,6.9,
IL,2,30.0,19.5,66.0,30.09,10.0,13.8,
AL,2,34.7,29.6,75.0,30.36,10.0,5.8,
TX,2,52.0,,45.0,30.31,10.0,9.2,
UT,2,23.0,,85.0,30.28,10.0,,
UT,2,28.0,21.7,81.0,30.13,9.0,5.8,
OR,2,,,,,,,
OR,2,45.0,39.3,49.0,30.08,10.0,11.5,
OR,2,44.1,33.8,49.0,30.14,10.0,31.1,
OR,2,30.0,,64.0,30.57,10.0,,
OR,2,46.9,,42.0,30.07,10.0,13.8,
OR,2,48.9,,52.0,29.96,10.0,3.5,
OR,2,41.0,35.2,55.0,30.06,10.0,9.2,
OR,2,34.0,28.8,79.0,30.04,10.0,5.8,
OR,2,39.0,29.0,55.0,30.13,10.0,20.7,
CA,2,55.9,,64.0,29.83,10.0,8.1,
CA,2,53.6,,82.0,29.86,10.0,,
CA,2,54.0,,66.0,29.95,10.0,3.5,0.0
CA,2,53.6,,72.0,29.95,10.0,4.6,
CA,3,57.0,,83.0,29.91,1.5,5.8,0.03
CA,3,59.0,,62.0,29.87,10.0,8.1,0.0
CA,2,50.0,,87.0,29.89,7.0,8.1,
CA,2,53.6,,82.0,29.9,7.0,5.8,
PA,2,28.9,20.4,78.0,30.22,10.0,9.2,
NJ,2,28.9,25.2,75.0,30.26,10.0,3.5,
NY,2,32.0,21.6,69.0,30.23,10.0,15.0,
NY,2,37.0,28.5,50.0,30.19,10.0,13.8,
IN,2,30.2,24.3,93.0,30.29,6.0,5.8,0.0
OH,4,28.0,19.3,66.0,30.28,10.0,9.2,
MD,2,39.2,,50.0,30.23,10.0,,
VA,2,27.0,20.5,85.0,30.36,9.0,5.8,
FL,2,51.8,,71.0,30.29,7.0,8.1,
FL,2,55.9,,60.0,30.38,10.0,5.8,
GA,2,48.9,,29.0,30.37,10.0,6.9,
GA,2,48.9,,29.0,30.32,10.0,6.9,
FL,2,70.0,,61.0,30.25,10.0,11.5,
FL,2,69.1,,58.0,30.27,10.0,5.8,
TX,2,51.1,,52.0,30.23,10.0,8.1,
TX,2,50.0,,54.0,30.24,10.0,6.9,
OR,2,30.9,,69.0,30.09,10.0,,
WA,3,34.0,28.8,52.0,30.16,10.0,5.8,
OR,2,42.1,,47.0,30.14,10.0,,
OR,2,42.1,37.7,53.0,30.11,10.0,6.9,
OR,2,24.1,15.2,71.0,30.22,10.0,8.1,
OR,2,37.9,27.3,53.0,30.12,10.0,21.9,
CA,2,61.0,,58.0,29.92,10.0,8.1,
CA,2,64.0,,45.0,29.95,10.0,3.5,
CA,2,59.0,,59.0,29.91,10.0,9.2,
CA,2,50.0,,68.0,29.94,9.0,3.5,
CA,2,55.0,,89.0,29.85,4.0,13.8,0.18
CA,2,55.0,,93.0,29.85,3.0,5.8,0.28
CA,2,57.9,,78.0,29.85,10.0,10.4,0.02
CA,2,46.9,,97.0,29.93,1.0,9.2,0.26
CA,2,54.0,,97.0,29.92,3.0,,0.08
CA,2,,,,,,,
CA,2,51.1,,80.0,29.96,4.0,19.6,0.23
CA,3,55.9,,84.0,29.87,9.0,6.9,0.02
CA,4,,,,,,,
CA,2,55.0,,93.0,29.85,8.0,8.1,0.03
CA,2,55.9,,87.0,29.86,10.0,10.4,0.1
CA,2,57.0,,81.0,29.85,10.0,4.6,0.02
CA,2,55.4,,82.0,29.89,10.0,4.6,
CA,2,42.1,34.9,100.0,30.04,4.0,13.8,0.01
CA,4,57.0,,83.0,29.89,10.0,4.6,0.08
NY,2,30.0,25.2,56.0,30.26,10.0,4.6,
NJ,2,37.9,27.9,39.0,30.34,10.0,19.6,
FL,2,77.0,,60.0,30.23,10.0,10.4,
GA,2,46.0,,76.0,30.38,8.0,,0.0
FL,4,62.1,,84.0,30.21,10.0,3.5,
IL,4,26.1,13.1,58.0,30.53,10.0,17.3,
MN,2,23.0,17.0,74.0,30.42,10.0,4.6,
AL,2,42.1,39.2,85.0,30.48,6.0,4.6,0.04
CO,3,21.0,,81.0,30.4,10.0,,
UT,3,30.7,,94.0,30.25,5.0,,
OR,2,39.0,31.8,67.0,30.09,10.0,11.5,
OR,2,,,,,,,
CA,2,41.0,39.0,89.0,30.15,8.0,3.5,
CA,2,60.8,,63.0,30.17,10.0,5.8,
CA,2,55.9,,69.0,30.21,10.0,3.5,
CA,2,55.9,,57.0,30.02,10.0,17.3,
CA,2,53.1,,71.0,30.05,10.0,,
CA,2,53.1,,71.0,30.05,10.0,,
CA,2,72.0,,35.0,30.03,10.0,5.8,
CA,2,55.4,,67.0,30.1,10.0,9.2,
NY,4,26.1,21.9,53.0,30.47,10.0,3.5,
NJ,4,34.0,31.0,54.0,30.53,10.0,3.5,
MD,3,34.0,,46.0,30.57,,,
SC,2,42.8,,93.0,30.45,6.0,,
TN,2,36.0,29.6,86.0,30.47,5.0,8.1,0.01
AR,2,34.0,25.5,92.0,30.31,6.0,11.5,0.05
OR,2,36.0,33.3,93.0,30.29,2.5,3.5,0.01
OR,2,37.9,32.1,86.0,30.36,10.0,8.1,
OR,2,41.0,39.0,82.0,30.34,6.0,3.5,
OR,2,39.9,32.5,70.0,30.32,10.0,12.7,
NH,2,16.0,6.3,71.0,30.47,10.0,6.9,
MI,3,28.0,20.0,66.0,30.29,10.0,8.1,
NC,2,34.0,25.5,92.0,30.27,3.0,11.5,0.07
VA,2,30.0,24.1,88.0,30.19,0.8,5.8,0.03
FL,2,66.9,,100.0,29.88,0.8,10.4,0.08
GA,2,,,,,,,
GA,3,37.0,27.4,89.0,29.96,2.5,17.3,0.0
FL,3,66.9,,93.0,29.9,1.8,12.7,0.0
FL,3,70.0,,90.0,29.94,10.0,8.1,
GA,4,39.0,32.8,86.0,29.98,10.0,9.2,
TX,3,37.0,29.8,82.0,30.3,8.0,10.4,
UT,2,26.6,21.2,91.0,30.5,2.0,4.6,
CO,3,36.0,,44.0,30.46,10.0,,
WA,3,43.0,39.5,86.0,30.1,9.0,5.8,0.06
OR,2,37.9,,93.0,30.17,4.0,,0.01
MI,2,27.0,20.5,78.0,30.23,7.0,5.8,
CT,2,19.9,,89.0,30.12,8.0,,
PA,4,27.0,,72.0,30.23,9.0,,
VA,2,36.0,29.6,59.0,30.16,10.0,8.1,0.07
GA,2,39.0,32.3,89.0,30.03,6.0,10.4,0.01
FL,3,63.0,,84.0,30.05,10.0,9.2,
GA,4,41.0,39.0,93.0,30.09,4.0,3.5,
GA,4,39.9,35.8,89.0,30.21,10.0,5.8,
MN,2,21.0,12.4,100.0,30.18,1.5,6.9,0.0
IL,2,27.3,18.4,85.0,30.24,5.0,9.2,
TX,3,41.0,35.8,81.0,30.36,8.0,8.1,
UT,2,33.1,27.7,75.0,30.32,5.0,5.8,
OR,2,33.1,,96.0,30.29,10.0,,
WA,2,48.9,,74.0,30.25,10.0,11.5,
OR,2,43.0,40.3,93.0,30.31,10.0,4.6,
CA,2,53.1,,77.0,30.21,3.0,3.5,
CA,3,57.2,,77.0,30.17,9.0,8.1,
CA,3,53.1,,86.0,30.18,8.0,6.9,
CA,2,70.0,,42.0,30.05,10.0,8.1,
CA,4,61.5,,75.0,30.02,10.0,,
CA,2,54.0,,75.0,30.14,10.0,,
CA,2,62.1,,60.0,30.0,10.0,,
CA,2,48.0,,86.0,30.02,10.0,,
OH,2,17.1,,84.0,30.25,3.0,,
NJ,2,15.8,,93.0,30.17,10.0,,
NY,2,28.9,,69.0,30.17,10.0,,
NJ,2,33.1,26.9,72.0,30.18,10.0,6.9,
OH,4,30.0,22.4,85.0,30.11,5.0,8.1,
TN,3,27.0,,92.0,30.29,8.0,,
NC,2,48.9,,38.0,30.16,10.0,4.6,
NC,2,30.0,,77.0,30.1,10.0,,
FL,3,46.0,43.9,86.0,30.17,10.0,4.6,
FL,4,55.0,,67.0,30.25,10.0,9.2,
MO,3,19.9,,85.0,30.25,10.0,,
MO,3,51.1,,50.0,30.01,10.0,20.7,
MO,3,27.0,18.0,72.0,30.26,10.0,9.2,
LA,3,46.9,,71.0,30.43,10.0,4.6,
LA,3,50.0,,41.0,30.45,10.0,,
UT,2,32.0,26.4,79.0,30.27,7.0,5.8,
WA,2,45.0,35.6,74.0,29.89,10.0,27.6,0.0
WA,2,51.1,,86.0,29.67,9.0,11.5,0.06
OR,2,39.9,,89.0,30.19,6.0,,0.01
OR,2,52.0,,86.0,29.78,10.0,8.1,0.05
OR,2,53.6,,94.0,30.01,4.0,18.4,0.1
CA,3,55.4,,77.0,30.16,10.0,3.5,
CA,3,48.2,,82.0,30.17,10.0,4.6,
CA,2,51.1,,83.0,30.01,10.0,,
CA,2,66.9,,59.0,29.99,8.0,9.2,
CA,2,61.0,,81.0,30.0,7.0,10.4,
CA,2,61.0,,81.0,30.0,7.0,10.4,
CA,2,62.1,,72.0,29.99,7.0,5.8,
CA,2,62.1,,67.0,29.98,10.0,6.9,
MI,4,32.0,24.8,82.0,29.88,5.0,8.1,
MA,2,37.9,30.0,36.0,30.05,10.0,12.7,
MA,2,28.0,18.1,38.0,30.18,10.0,11.5,
NY,4,30.9,21.7,69.0,30.03,10.0,11.5,
OH,4,42.8,37.0,57.0,29.94,10.0,10.4,
FL,2,51.8,,54.0,30.31,10.0,4.6,
FL,3,72.0,,51.0,30.19,10.0,10.4,
FL,2,66.0,,47.0,30.24,10.0,3.5,
FL,2,57.9,,42.0,30.24,10.0,,
MN,2,26.6,21.2,100.0,29.74,1.8,4.6,
TX,4,66.0,,78.0,29.92,10.0,5.8,
UT,2,26.6,20.0,93.0,30.01,5.0,5.8,
UT,2,28.4,24.6,100.0,30.1,1.5,3.5,
UT,2,28.0,,100.0,30.09,1.2,,
UT,2,36.0,24.2,70.0,30.13,10.0,24.2,
UT,2,30.0,20.0,64.0,30.22,10.0,12.7,
OR,2,44.1,,71.0,29.93,10.0,,
OR,2,,,,,,,
OR,2,42.1,35.7,58.0,30.37,10.0,11.5,
CA,3,64.9,,42.0,30.25,10.0,13.8,
CA,3,53.6,,54.0,30.24,10.0,4.6,
CA,3,54.0,,47.0,30.22,10.0,12.7,
CA,3,50.0,,82.0,30.26,10.0,,
CA,3,53.1,,50.0,30.25,10.0,5.8,
CA,3,54.0,,66.0,30.28,10.0,,
CA,2,,,,,,,
CA,2,57.9,,72.0,30.12,5.0,4.6,
CA,2,51.8,,76.0,30.12,9.0,,
CA,3,61.0,,62.0,30.19,10.0,9.2,
CA,2,64.0,,67.0,30.09,10.0,11.5,
CA,2,55.0,,45.0,30.18,10.0,8.1,
CA,2,55.4,,77.0,30.13,10.0,5.8,
IN,2,33.8,30.8,100.0,30.09,5.0,3.5,
OH,4,42.8,40.1,64.0,30.17,10.0,4.6,
OH,4,42.1,39.2,70.0,30.24,10.0,4.6,
OH,4,44.1,42.5,68.0,30.19,10.0,3.5,
NC,4,45.0,42.6,53.0,30.28,10.0,4.6,
FL,3,57.9,,75.0,30.21,10.0,,
FL,2,68.0,,61.0,30.14,10.0,13.8,
FL,2,78.1,,52.0,30.02,10.0,10.4,
FL,2,69.8,,68.0,30.08,10.0,5.8,
MN,2,25.0,20.7,96.0,30.03,2.5,3.5,
MN,2,25.0,19.3,92.0,30.02,2.5,4.6,
IL,2,33.1,27.7,75.0,30.14,7.0,5.8,
LA,2,68.0,,88.0,29.75,10.0,10.4,
TX,2,73.0,,61.0,29.7,10.0,13.8,
TX,2,73.0,,61.0,29.69,10.0,11.5,
TX,2,51.8,,95.0,29.74,10.0,11.5,
MS,2,,,,,,,
UT,2,27.0,21.6,75.0,30.53,10.0,4.6,
WA,2,45.0,42.6,100.0,30.12,10.0,4.6,0.0
OR,2,45.0,38.9,42.0,30.22,10.0,12.7,
OR,2,28.9,16.9,72.0,30.4,10.0,17.3,
CA,2,37.4,,100.0,30.3,10.0,,
CA,2,39.2,37.0,100.0,30.33,3.0,3.5,
CA,2,55.9,,49.0,30.27,10.0,8.1,
CA,3,63.0,,33.0,30.15,10.0,,
CA,3,51.8,,54.0,30.19,10.0,,
CA,3,55.9,,69.0,30.15,10.0,8.1,
CA,2,52.0,,77.0,30.21,9.0,,
CA,2,57.9,,31.0,30.35,10.0,8.1,
CA,3,79.0,,13.0,30.14,10.0,,
CA,2,,,,30.16,10.0,6.9,
CA,2,57.2,,88.0,30.18,9.0,,
NJ,2,48.9,,86.0,30.34,10.0,3.5,
NJ,2,47.8,,89.0,30.35,10.0,,
NY,4,48.9,,93.0,30.3,10.0,4.6,0.02
SC,2,41.0,35.8,100.0,30.09,4.0,8.1,0.01
FL,3,77.0,,74.0,30.06,10.0,15.0,
FL,2,82.0,,67.0,30.05,10.0,21.9,
FL,2,73.0,,93.0,29.94,10.0,9.2,
WI,3,32.0,,100.0,30.15,0.5,,
MN,2,19.4,,93.0,30.23,7.0,,
TX,3,43.0,35.1,89.0,29.99,10.0,17.3,0.01
TX,2,50.0,,63.0,29.95,10.0,23.0,0.0
CO,3,37.4,31.4,33.0,30.14,10.0,8.1,
AZ,3,48.2,,25.0,30.28,10.0,9.2,
OR,2,43.0,40.3,86.0,29.61,10.0,4.6,
OR,2,46.0,39.3,93.0,29.77,9.0,16.1,0.04
OR,2,48.9,,74.0,29.76,9.0,27.6,0.0
CA,2,51.1,,54.0,30.15,10.0,3.5,
CA,2,,,,,,,
CA,2,59.0,,36.0,30.19,10.0,4.6,
CA,2,66.0,,27.0,30.15,10.0,3.5,
CA,2,68.0,,26.0,30.11,10.0,5.8,
CA,2,66.2,,24.0,30.11,10.0,,
CA,2,66.0,,29.0,30.1,10.0,3.5,
CA,2,,,,,10.0,,
CA,2,64.9,,48.0,30.12,10.0,5.8,
CA,2,62.1,,31.0,30.09,10.0,4.6,
MD,4,46.4,43.5,100.0,30.17,2.0,5.8,
PA,4,45.0,41.8,100.0,30.05,0.8,5.8,0.04
SC,2,57.2,,94.0,29.99,,,
UT,2,39.4,34.5,74.0,30.2,7.0,6.9,
UT,2,,,,,,,
UT,2,32.0,,85.0,30.34,7.0,,
OR,2,32.0,28.7,80.0,30.06,10.0,3.5,
OR,2,48.0,,61.0,29.96,10.0,13.8,
WA,2,50.0,,48.0,29.93,10.0,,
OR,2,42.1,,89.0,29.89,10.0,,
OR,2,44.1,39.0,63.0,29.97,10.0,9.2,
OR,2,39.2,,70.0,29.91,10.0,,
OR,2,51.1,,52.0,29.86,10.0,13.8,0.0
FL,4,57.2,,100.0,30.11,2.0,,
FL,3,64.9,,63.0,30.16,10.0,8.1,
MN,2,32.0,24.2,66.0,30.22,10.0,9.2,
TX,4,53.6,,33.0,30.23,10.0,11.5,
CO,3,26.6,14.7,59.0,30.45,10.0,15.0,
OR,2,51.8,,94.0,29.71,2.5,18.4,0.24
OR,2,54.0,,80.0,29.75,1.8,15.0,0.09
OR,3,53.1,,52.0,29.76,10.0,19.6,0.01
CA,4,44.1,,85.0,30.1,10.0,,
NY,2,43.0,34.0,49.0,29.74,10.0,21.9,
NC,3,60.1,,33.0,29.94,10.0,5.8,
NC,2,51.1,,48.0,29.95,10.0,4.6,
FL,4,68.0,,65.0,30.16,10.0,8.1,
FL,2,70.0,,63.0,30.05,10.0,9.2,
FL,2,64.9,,56.0,30.1,10.0,5.8,
MN,2,24.1,,75.0,30.3,10.0,,
MO,3,28.9,,96.0,30.32,10.0,,
MN,2,21.9,15.7,82.0,30.31,10.0,4.6,
IL,3,39.9,34.5,45.0,30.24,10.0,8.1,
TX,2,48.2,,82.0,30.19,10.0,,
UT,2,43.3,40.7,49.0,30.12,10.0,4.6,
UT,2,,,,,,,
WA,2,,,,,,,
OR,2,45.0,41.8,93.0,30.0,10.0,5.8,
OR,2,30.9,24.3,96.0,30.1,0.2,6.9,
OR,2,,,,,,,
OR,2,,,,,,,
CT,2,24.1,11.5,51.0,29.91,10.0,15.0,
MA,2,28.9,19.2,45.0,30.03,10.0,11.5,
NJ,2,32.0,19.8,50.0,30.01,10.0,20.7,
CT,2,26.1,13.6,44.0,29.96,10.0,16.1,
MD,2,44.6,38.4,43.0,30.18,10.0,12.7,
OH,2,35.1,28.6,72.0,30.26,10.0,8.1,
VA,4,30.2,26.7,86.0,30.19,10.0,3.5,
FL,3,54.0,,97.0,30.09,10.0,3.5,
IL,2,27.0,18.7,100.0,30.29,10.0,8.1,
MN,3,33.1,25.5,70.0,29.96,10.0,9.2,
UT,2,38.7,,80.0,30.2,10.0,,
CO,4,57.0,,19.0,29.89,10.0,8.1,
CO,2,35.1,32.2,42.0,29.95,10.0,3.5,
OR,2,42.1,,89.0,30.12,10.0,,
OR,2,51.8,,100.0,29.77,3.0,39.1,0.01
OR,2,46.4,41.1,66.0,29.85,10.0,11.5,
OR,2,52.0,,97.0,29.73,3.0,13.8,0.23
OR,2,,,,,,,
OR,2,54.0,,86.0,29.77,6.0,19.6,0.09
OR,3,55.9,,90.0,29.84,6.0,28.8,0.13
OR,2,53.1,,74.0,29.91,10.0,10.4,0.0
OR,2,52.0,,93.0,30.08,6.0,6.9,0.07
OR,2,54.0,,100.0,30.25,0.2,5.8,
CA,3,57.0,,77.0,30.3,10.0,4.6,
CA,3,57.0,,74.0,30.27,10.0,5.8,
CA,3,48.0,,86.0,30.19,10.0,3.5,
CA,2,54.0,,97.0,30.21,6.0,,
CA,2,63.0,,70.0,30.17,10.0,8.1,
CA,2,61.0,,75.0,30.13,10.0,6.9,
RI,4,19.9,12.1,68.0,29.9,10.0,5.8,
MI,2,39.6,37.4,66.0,29.83,10.0,3.5,
NY,2,23.0,13.9,63.0,30.12,10.0,8.1,
OH,2,23.0,,96.0,30.11,8.0,,
WV,2,33.1,,85.0,30.12,10.0,,
PA,4,39.9,34.5,58.0,30.05,10.0,8.1,
NY,4,41.0,35.2,40.0,30.09,10.0,9.2,
NY,3,41.0,,41.0,30.09,10.0,,
TN,2,45.0,40.6,63.0,30.08,10.0,8.1,
VA,2,50.0,,41.0,30.11,10.0,8.1,
GA,2,43.0,38.8,76.0,30.11,10.0,6.9,
MN,2,37.0,31.0,93.0,29.63,7.0,8.1,
WI,4,35.6,,100.0,29.64,10.0,,
IA,4,45.9,43.6,84.0,29.66,10.0,4.6,
MS,2,55.0,,69.0,29.92,10.0,4.6,
UT,2,45.0,39.3,44.0,30.28,10.0,11.5,
CO,3,35.6,32.8,44.0,30.1,10.0,3.5,
OR,2,,,,,,,
WA,3,47.1,,100.0,30.15,10.0,,
OR,2,37.0,34.5,89.0,30.22,10.0,3.5,
CA,2,50.0,,94.0,30.29,10.0,3.5,
CA,2,55.0,,89.0,30.31,10.0,5.8,
CA,2,72.0,,30.0,30.09,10.0,4.6,
MA,3,39.9,,73.0,30.09,10.0,,
NJ,2,45.0,41.8,97.0,29.94,4.0,5.8,0.04
TX,2,63.0,,22.0,30.01,10.0,12.7,
TX,3,59.0,,28.0,29.94,10.0,23.0,
AR,4,46.0,42.5,61.0,29.77,10.0,6.9,
UT,2,46.0,39.0,54.0,30.23,10.0,17.3,
ID,2,,,,,,,
ID,2,46.0,40.2,61.0,29.96,,12.7,
OR,2,54.0,,83.0,29.8,10.0,11.5,0.01
OR,2,50.0,,100.0,29.96,4.0,17.3,
OR,2,46.9,,83.0,30.02,10.0,3.5,
OH,2,36.1,27.3,94.0,29.32,10.0,13.8,
NJ,2,57.9,,90.0,29.26,8.0,12.7,0.0
NJ,2,57.9,,97.0,29.21,10.0,9.2,
NY,3,55.9,,93.0,29.26,10.0,16.1,
GA,3,,,,29.3,10.0,5.8,
GA,3,,,,,,,
GA,2,52.3,,89.0,29.45,10.0,17.3,
IA,4,28.4,22.2,100.0,29.92,1.2,5.8,
TN,3,41.0,33.1,86.0,29.52,6.0,15.0,0.01
MS,2,46.0,40.2,63.0,29.84,10.0,12.7,
UT,2,35.1,,85.0,29.99,10.0,,
UT,2,19.0,,77.0,30.14,10.0,,
OR,2,32.0,,96.0,30.24,10.0,,
OR,2,27.0,,81.0,30.18,10.0,,
OR,2,37.0,33.3,93.0,30.25,10.0,4.6,
OR,2,35.1,,96.0,30.27,2.0,,
OR,2,44.1,40.1,82.0,30.24,10.0,6.9,
WA,3,37.0,33.3,76.0,30.21,10.0,4.6,
CA,2,52.0,,100.0,30.05,3.0,,0.0
CA,3,57.2,,63.0,30.06,10.0,,
WV,4,35.6,28.0,100.0,29.65,10.0,10.4,
UT,2,33.1,27.7,50.0,30.3,10.0,5.8,
OR,2,30.0,24.1,96.0,30.26,0.8,5.8,
WA,2,41.0,37.1,87.0,30.12,10.0,5.8,
WA,3,48.9,,50.0,30.0,10.0,3.5,
OR,2,42.1,37.1,85.0,30.03,7.0,8.1,0.07
CA,4,51.1,,80.0,30.11,10.0,4.6,
CA,3,48.2,,54.0,30.15,10.0,5.8,
OH,2,37.9,31.5,79.0,30.07,6.0,9.2,
OH,4,34.0,28.0,75.0,30.13,7.0,6.9,
MO,3,41.0,36.4,41.0,30.25,10.0,6.9,
OR,2,50.0,,94.0,30.04,5.0,17.3,
OR,2,39.0,,93.0,30.23,7.0,,
OR,2,50.0,,86.0,30.03,10.0,4.6,0.02
OR,2,44.6,40.2,93.0,30.03,6.0,8.1,0.1
OR,2,53.1,,89.0,30.12,8.0,11.5,0.07
OR,2,32.0,,88.0,29.99,1.8,,0.02
WV,2,32.0,24.2,85.0,30.33,10.0,9.2,
KY,2,26.1,20.5,92.0,30.28,8.0,4.6,
GA,2,33.8,25.8,93.0,30.36,10.0,10.4,
FL,2,68.0,,56.0,30.19,10.0,5.8,
OR,2,48.0,,93.0,30.1,5.0,5.8,0.13
OR,2,35.1,,89.0,29.91,10.0,,
OR,2,33.1,30.0,96.0,29.81,1.5,3.5,0.01
OR,2,46.9,,97.0,29.9,7.0,,0.0
OR,2,42.1,35.7,76.0,30.02,10.0,11.5,
PA,4,32.0,28.7,60.0,30.33,10.0,3.5,
OH,4,30.0,,96.0,30.37,7.0,,
MD,4,28.9,,75.0,30.4,10.0,,
GA,2,54.5,,40.0,30.28,10.0,,
NY,2,36.0,30.3,73.0,30.45,10.0,6.9,
NC,2,42.8,40.1,61.0,30.47,10.0,4.6,
FL,3,73.9,,57.0,30.3,10.0,9.2,
FL,4,73.9,,52.0,30.25,10.0,12.7,
MN,2,9.0,,84.0,30.51,7.0,,0.0
MN,2,23.0,,94.0,30.42,7.0,,
IL,3,27.0,,85.0,30.48,5.0,,
MN,3,32.0,22.5,92.0,30.08,0.8,12.7,0.02
TX,2,60.8,,88.0,30.03,10.0,16.1,
TX,2,61.0,,87.0,30.0,10.0,15.0,
LA,2,66.0,,93.0,30.09,7.0,21.9,0.01
UT,2,31.1,19.7,100.0,29.92,2.5,17.3,
UT,2,27.3,18.4,91.0,29.98,10.0,9.2,
