Severity,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,NV,32.0,23.0,51.0,29.93,10.0,11.5,
3,CA,46.9,,90.0,30.1,10.0,9.2,
3,CA,51.1,,92.0,30.13,9.0,9.2,0.01
3,CT,19.9,,46.0,30.75,10.0,,
2,NY,36.0,28.5,43.0,30.61,10.0,10.4,
2,IN,55.4,,47.0,30.28,10.0,12.7,
2,IN,55.4,,47.0,30.27,10.0,15.0,
2,NC,52.0,,31.0,30.69,10.0,9.2,
2,NC,53.6,,28.0,30.67,10.0,4.6,
2,NC,51.1,,29.0,30.61,10.0,4.6,
3,NC,26.1,,84.0,30.68,10.0,,
2,FL,62.1,,72.0,30.45,10.0,8.1,
3,FL,75.2,,41.0,30.36,10.0,16.1,
2,SC,28.4,23.3,93.0,30.64,10.0,4.6,
2,SC,30.9,,85.0,30.64,9.0,,
2,SC,30.2,,100.0,30.64,10.0,,
2,TX,51.1,,71.0,30.25,10.0,4.6,
2,OK,56.7,,65.0,30.04,10.0,20.7,
2,LA,61.0,,81.0,30.28,10.0,12.7,0.0
2,TN,61.0,,19.0,30.39,10.0,18.4,
3,TN,57.0,,20.0,30.37,10.0,12.7,
2,TX,53.6,,82.0,30.27,10.0,12.7,
2,CO,34.0,29.8,38.0,29.76,10.0,4.6,
3,OR,,,,,,,
2,NC,55.9,,55.0,30.56,10.0,9.2,
3,MO,52.0,,38.0,30.26,10.0,8.1,
2,WA,48.9,,83.0,29.86,10.0,16.1,
2,CA,73.0,,13.0,30.23,10.0,17.3,
2,NY,37.0,,54.0,30.23,10.0,,
3,MI,41.7,37.3,69.0,30.31,10.0,6.9,
3,SC,59.0,,100.0,30.25,0.8,4.6,0.04
3,GA,57.6,,91.0,30.09,5.0,4.6,
3,MO,32.0,28.7,64.0,30.35,10.0,3.5,
2,CA,57.0,,64.0,30.27,10.0,,
3,MI,24.8,19.1,93.0,30.3,0.8,4.6,
3,MI,28.9,19.2,89.0,30.25,0.5,11.5,0.0
2,MI,24.1,13.7,91.0,30.33,1.5,10.4,0.01
3,MI,24.1,13.7,88.0,30.33,1.8,10.4,0.0
3,NY,32.0,23.6,64.0,30.18,10.0,10.4,
2,NY,39.9,31.8,63.0,30.06,10.0,15.0,
2,IN,30.9,21.2,76.0,30.3,10.0,12.7,
2,IN,30.2,21.3,93.0,30.29,10.0,10.4,
3,OH,32.0,26.4,88.0,30.24,7.0,5.8,
2,NC,46.9,,93.0,29.99,3.0,12.7,0.04
2,FL,73.0,,84.0,30.0,10.0,6.9,
2,FL,64.9,,90.0,30.02,10.0,8.1,
2,FL,69.1,,100.0,29.93,0.2,6.9,0.0
2,FL,68.0,,96.0,29.97,10.0,8.1,
3,GA,46.9,,93.0,30.09,10.0,13.8,
2,SC,53.6,,30.0,30.0,10.0,12.7,
3,FL,57.2,,94.0,30.03,10.0,9.2,
2,IL,21.0,9.9,63.0,30.49,10.0,10.4,
3,TX,41.0,37.1,67.0,30.4,10.0,5.8,
2,TX,68.0,,17.0,30.45,,8.1,
2,TX,66.0,,18.0,30.45,,6.9,
2,LA,61.0,,27.0,30.32,10.0,9.2,
3,UT,35.1,27.9,72.0,30.54,10.0,9.2,
2,AZ,78.4,,6.0,30.05,10.0,12.7,
2,TX,37.4,31.4,32.0,30.49,9.0,8.1,
2,TX,61.0,,20.0,30.36,10.0,8.1,
2,WA,46.9,,90.0,30.02,10.0,4.6,0.01
3,CA,55.9,,75.0,30.23,10.0,3.5,
3,CA,54.0,,90.0,30.19,10.0,3.5,
2,CA,60.8,,55.0,30.22,10.0,,
3,CA,73.9,,12.0,30.09,10.0,16.1,
3,CA,75.0,,17.0,30.11,10.0,10.4,
2,MI,19.0,,57.0,30.37,10.0,,
2,NY,19.9,8.6,92.0,30.17,1.8,10.4,0.02
2,NJ,30.2,24.3,93.0,29.97,5.0,5.8,0.0
2,OH,19.9,3.9,71.0,30.39,9.0,20.7,0.0
2,SC,37.9,29.6,48.0,30.31,10.0,13.8,
2,NC,35.1,27.9,64.0,30.18,10.0,9.2,
2,NC,35.1,27.9,64.0,30.18,10.0,9.2,
2,FL,50.0,,54.0,30.19,10.0,5.8,
2,SC,32.0,24.8,80.0,30.24,10.0,8.1,
2,SC,46.9,,25.0,30.27,10.0,10.4,
2,SC,44.1,,30.0,30.3,10.0,,
3,SC,33.8,29.6,44.0,30.32,10.0,4.6,
2,TX,36.0,,67.0,30.5,,,
3,LA,34.0,26.0,73.0,30.48,10.0,10.4,
2,LA,55.9,,24.0,30.35,10.0,5.8,
2,OK,36.0,29.0,50.0,30.45,10.0,9.2,
3,TN,39.9,35.8,36.0,30.38,10.0,5.8,
2,TN,28.9,18.6,58.0,30.48,10.0,12.7,
2,TN,30.9,23.5,52.0,30.54,10.0,8.1,
3,CO,37.9,32.7,48.0,30.1,10.0,6.9,
3,UT,40.8,32.9,59.0,30.18,10.0,15.0,
3,UT,50.4,,40.0,30.0,10.0,10.4,
2,AZ,57.0,,19.0,30.12,10.0,4.6,
2,CA,42.8,,100.0,30.16,10.0,,
3,CA,64.9,,26.0,30.04,10.0,,
2,OR,30.2,,100.0,30.45,1.8,,
2,NJ,33.1,28.7,75.0,30.07,10.0,4.6,
3,VA,34.5,,77.0,30.05,10.0,,
2,NJ,41.0,36.4,67.0,30.04,10.0,6.9,
3,MD,,,,,,,
2,IL,39.9,,68.0,30.05,6.0,,
4,TX,69.1,,100.0,29.67,10.0,6.9,
2,UT,,,,,,,
4,CO,30.2,20.8,100.0,29.61,0.2,11.5,
3,OR,33.8,28.6,93.0,29.81,9.0,5.8,
4,MD,,,,,,,
3,TX,62.1,,41.0,29.57,10.0,12.7,
2,OR,42.1,40.2,85.0,29.9,10.0,3.5,0.0
2,OR,32.0,25.6,100.0,29.92,0.2,6.9,0.0
3,CA,51.8,,67.0,29.91,10.0,,
4,NJ,53.1,,100.0,29.62,1.5,,0.02
2,MI,32.5,26.2,83.0,30.0,7.0,6.9,
2,NJ,54.0,,57.0,29.65,10.0,,
4,IN,37.4,30.3,75.0,29.98,8.0,10.4,
4,GA,53.1,,52.0,30.01,10.0,8.1,
2,TN,43.0,37.2,62.0,30.2,10.0,10.4,
2,UT,30.6,,78.0,30.26,2.5,,
3,CO,26.6,,86.0,30.16,7.0,,
2,OR,30.2,26.7,93.0,30.28,3.0,3.5,
2,OR,34.0,,96.0,30.3,0.2,,
2,CA,50.0,,66.0,30.22,10.0,9.2,
2,CA,48.0,,58.0,30.19,10.0,4.6,
2,CA,55.4,,51.0,30.14,10.0,9.2,
3,CA,28.4,,74.0,30.13,10.0,,
2,CA,54.0,,64.0,30.08,10.0,4.6,
2,CA,48.2,,76.0,30.2,10.0,,
3,CA,66.9,,26.0,30.07,10.0,4.6,
3,CA,64.9,,50.0,30.08,10.0,6.9,
2,OH,33.1,26.9,75.0,30.13,10.0,6.9,0.0
2,SC,50.0,,50.0,30.09,10.0,6.9,
3,GA,62.1,,46.0,30.01,10.0,6.9,
4,CO,26.6,12.7,31.0,30.17,30.0,20.7,
2,UT,28.0,,56.0,30.39,10.0,,
2,CA,46.4,44.3,81.0,30.04,10.0,4.6,
2,CA,53.1,,59.0,30.03,10.0,10.4,
2,CA,51.1,,50.0,30.06,10.0,3.5,
2,CA,69.8,,18.0,30.03,10.0,9.2,
2,CA,69.8,,14.0,29.98,10.0,9.2,
2,CA,69.1,,19.0,29.94,10.0,5.8,
3,CA,62.1,,37.0,29.95,10.0,3.5,
2,NY,28.9,,69.0,30.06,10.0,,
4,IN,28.9,21.9,85.0,30.18,9.0,6.9,0.0
3,MD,28.0,,75.0,30.17,10.0,,
2,NY,23.0,,81.0,30.13,10.0,,
2,NC,37.9,,86.0,30.09,10.0,,
3,GA,37.0,29.3,54.0,30.33,10.0,11.5,
2,MN,28.0,18.6,81.0,29.99,3.0,10.4,0.0
2,MN,27.0,20.5,75.0,30.02,8.0,5.8,0.0
3,CO,24.8,14.6,27.0,30.13,10.0,10.4,
4,OR,34.0,29.8,70.0,30.09,10.0,4.6,
2,OR,21.0,,96.0,30.17,10.0,,
2,CA,53.1,,74.0,29.9,10.0,10.4,
2,CA,50.0,,66.0,29.95,10.0,3.5,
2,CA,53.1,,66.0,29.93,10.0,5.8,0.0
2,CA,48.9,,71.0,30.0,9.0,13.8,0.07
2,CA,54.0,,83.0,29.87,10.0,9.2,0.01
3,CA,55.9,,80.0,29.87,6.0,10.4,0.16
4,OH,34.0,23.8,64.0,30.22,10.0,16.1,
2,OR,39.9,,68.0,30.07,10.0,,
2,OR,27.0,14.7,66.0,30.6,10.0,16.1,
2,CA,44.6,42.2,100.0,29.96,10.0,4.6,
2,CA,60.1,,53.0,29.92,10.0,8.1,
2,CA,60.1,,53.0,29.92,10.0,8.1,
2,CA,59.0,,46.0,29.91,10.0,4.6,
2,CA,55.0,,67.0,29.96,10.0,5.8,
2,CA,50.0,,80.0,29.86,2.5,13.8,0.2
3,CA,52.0,,89.0,29.91,3.0,12.7,0.1
2,CA,50.0,,100.0,29.9,10.0,13.8,
2,CA,50.0,,100.0,29.9,10.0,13.8,
2,OH,28.9,25.2,65.0,30.42,10.0,3.5,
2,UT,27.7,,92.0,30.21,7.0,,
2,UT,25.2,,95.0,30.21,7.0,,
2,AZ,42.1,37.1,82.0,30.19,10.0,8.1,
2,CA,41.0,36.4,96.0,30.11,2.5,6.9,
2,CA,57.2,,72.0,30.14,10.0,,
2,CA,61.0,,46.0,30.14,10.0,8.1,
2,CA,57.0,,62.0,30.22,10.0,,
2,CA,39.2,,100.0,30.12,10.0,,
2,AR,34.0,25.5,92.0,30.31,6.0,11.5,0.05
2,OR,,,,,,,
4,WA,32.0,28.7,96.0,30.28,2.0,3.5,
2,MD,,,,,,,
2,NC,34.0,25.5,92.0,30.27,3.0,11.5,0.07
3,CO,33.1,,47.0,30.43,10.0,,
4,WA,33.6,,100.0,30.22,10.0,,
4,OR,42.1,35.7,60.0,30.25,10.0,11.5,
2,OR,37.0,25.9,65.0,30.65,10.0,23.0,
3,CA,64.9,,56.0,30.17,10.0,5.8,
4,MI,26.1,17.6,78.0,30.28,6.0,8.1,
2,NC,39.0,32.8,62.0,30.16,10.0,9.2,
4,FL,59.0,,96.0,29.96,7.0,11.5,0.04
2,MN,18.0,6.9,100.0,30.22,1.0,9.2,0.0
2,AZ,51.1,,54.0,30.12,10.0,4.6,
2,OR,34.0,,82.0,30.29,7.0,,
2,OR,32.0,28.7,100.0,30.31,9.0,3.5,
3,CA,52.0,,83.0,30.16,5.0,6.9,
2,CA,53.6,,67.0,30.11,10.0,,
2,CA,57.0,,55.0,30.1,10.0,6.9,
2,CA,66.0,,45.0,29.99,10.0,3.5,
3,CA,50.0,,83.0,30.16,10.0,5.8,
2,NJ,32.0,25.6,69.0,30.15,10.0,6.9,
2,OH,19.9,,89.0,30.29,5.0,,
2,VA,28.0,,77.0,30.04,10.0,,
2,NC,43.0,41.3,56.0,30.25,10.0,3.5,
2,FL,50.0,,,30.17,10.0,4.6,
3,FL,46.9,,83.0,30.3,10.0,8.1,
2,GA,46.8,,40.0,30.27,10.0,,
2,OR,53.6,,94.0,30.01,4.0,18.4,0.1
3,CA,63.0,,72.0,30.06,5.0,3.5,
2,CA,64.4,,42.0,30.0,10.0,4.6,
2,MI,30.0,19.5,79.0,29.94,5.0,13.8,
3,NC,28.9,,92.0,30.25,10.0,,
2,FL,66.9,,61.0,30.17,10.0,6.9,
3,IL,32.0,23.0,73.0,29.91,6.0,11.5,
2,UT,27.5,19.3,96.0,29.98,7.0,8.1,
2,UT,28.0,24.2,88.0,30.01,1.8,3.5,0.0
4,AZ,64.9,,40.0,29.99,10.0,8.1,
2,OR,,,,,,,
2,OR,37.9,32.1,60.0,30.58,10.0,8.1,
2,WA,50.0,,80.0,30.29,9.0,8.1,
2,OR,46.9,,63.0,30.39,10.0,,
2,OR,46.9,,63.0,30.39,10.0,,
2,OR,25.0,19.3,88.0,28.76,10.0,4.6,
2,NJ,33.1,25.5,64.0,30.4,10.0,9.2,0.0
2,NC,37.9,33.5,83.0,30.27,9.0,5.8,
2,GA,52.2,,41.0,30.16,10.0,5.8,
2,LA,57.9,,90.0,29.94,10.0,11.5,0.0
3,TX,60.8,,94.0,29.71,7.0,8.1,
2,OR,48.0,,74.0,30.17,10.0,12.7,
3,CA,59.0,,46.0,30.17,10.0,4.6,
2,CA,55.0,,64.0,30.24,10.0,3.5,
2,CA,,,,,,,
4,IN,39.2,,100.0,30.12,0.5,,
3,CT,39.9,,70.0,30.38,10.0,,
2,MD,46.9,,93.0,30.31,4.0,4.6,0.0
2,GA,48.9,,93.0,29.97,0.5,13.8,0.0
2,FL,78.1,,76.0,29.91,10.0,19.6,
2,OR,,,,,,,
2,OR,57.0,,37.0,29.71,10.0,5.8,0.0
2,CA,57.2,,27.0,30.23,10.0,,
2,CA,64.0,,35.0,30.11,10.0,,
2,CA,66.0,,42.0,30.11,10.0,3.5,
4,OH,48.0,,89.0,29.99,2.0,10.4,0.02
2,OH,46.0,39.0,93.0,29.9,1.0,17.3,0.2
2,PA,52.0,,83.0,30.0,10.0,,
4,AZ,48.2,,58.0,30.14,10.0,,
2,WA,50.0,,50.0,29.89,10.0,16.1,0.0
4,NY,37.0,29.8,57.0,30.16,10.0,10.4,
2,ME,32.0,25.6,79.0,30.05,10.0,6.9,
4,VA,39.0,,96.0,30.01,6.0,,
2,GA,51.8,,76.0,30.08,10.0,9.2,
3,CO,57.2,,18.0,30.23,50.0,6.9,
2,OR,45.0,37.4,76.0,29.81,10.0,18.4,0.03
2,OR,50.0,,94.0,29.77,10.0,15.0,0.01
2,OR,,,,,,,
4,OH,39.9,35.1,65.0,30.19,10.0,6.9,
2,WI,32.0,28.7,60.0,30.22,10.0,3.5,
3,TX,69.1,,36.0,30.18,10.0,,
3,TX,53.1,,80.0,30.19,10.0,,
2,UT,35.6,,75.0,30.13,10.0,,
2,OR,43.0,,97.0,30.05,2.0,,
2,OR,42.1,,89.0,30.02,10.0,,
2,OR,,,,,,,
2,CA,48.0,,100.0,30.16,6.0,8.1,
2,RI,23.0,8.3,58.0,29.58,10.0,19.6,
4,NY,30.0,22.4,51.0,30.14,10.0,8.1,
4,CO,57.4,,20.0,29.87,10.0,9.2,
2,OR,48.9,,90.0,29.78,9.0,19.6,0.1
2,OR,55.9,,90.0,29.82,6.0,28.8,0.08
2,OR,42.8,37.0,87.0,29.98,7.0,10.4,
2,OR,50.0,,83.0,29.96,10.0,5.8,0.01
2,OR,39.2,32.0,81.0,30.09,10.0,11.5,
4,NY,41.0,35.2,40.0,30.09,10.0,9.2,
3,WA,51.1,,89.0,30.24,10.0,4.6,
2,OR,52.0,,69.0,30.1,10.0,17.3,
2,CA,66.0,,68.0,30.1,10.0,6.9,
3,TN,48.0,,86.0,29.52,10.0,4.6,0.01
3,CA,64.9,,68.0,30.03,10.0,6.9,
4,IN,37.4,28.5,95.0,29.62,7.0,15.0,
4,FL,55.9,,60.0,29.68,10.0,20.7,
2,TX,59.0,,34.0,30.03,10.0,9.2,
4,CO,18.7,7.0,72.0,29.73,10.0,10.4,
2,UT,46.9,,66.0,29.96,10.0,4.6,
2,OR,39.2,,49.0,30.12,10.0,,
2,OR,41.0,38.0,86.0,30.26,10.0,4.6,
2,CA,69.1,,57.0,29.95,8.0,3.5,
2,NC,44.1,39.5,82.0,29.65,10.0,8.1,
3,FL,55.9,,80.0,30.05,10.0,,
2,OR,32.0,24.8,65.0,30.19,10.0,8.1,
2,OH,37.4,33.8,87.0,30.03,5.0,4.6,
3,TX,,,,,,,
2,WA,46.9,,86.0,29.98,6.0,8.1,0.04
2,KY,30.2,24.3,93.0,30.33,7.0,5.8,
4,KY,36.0,29.0,73.0,30.33,10.0,9.2,
2,MD,44.1,36.2,51.0,30.17,10.0,18.4,
2,UT,,,,,,,
2,OR,,,,,,,
2,OR,32.0,,93.0,29.93,6.0,,
3,CA,60.1,,67.0,29.92,5.0,8.1,
4,PA,32.0,28.7,60.0,30.33,10.0,3.5,
4,OH,34.0,28.0,89.0,30.4,6.0,6.9,
3,OR,33.1,30.0,100.0,30.19,10.0,3.5,
2,OR,30.0,26.5,96.0,30.1,3.0,3.5,
2,CT,30.0,,75.0,30.45,10.0,,
2,GA,57.2,,44.0,30.41,10.0,3.5,
2,IL,24.1,,91.0,30.42,3.0,,
3,AL,51.3,,62.0,30.39,9.0,,
2,UT,32.0,23.6,92.0,29.94,2.5,10.4,0.06
2,UT,30.9,21.2,100.0,29.95,10.0,12.7,
3,CO,21.9,17.2,82.0,29.88,10.0,3.5,
2,UT,22.8,13.6,83.0,30.03,10.0,8.1,
2,OR,30.2,,86.0,30.04,1.0,,0.09
2,NY,28.0,22.8,56.0,30.59,10.0,4.6,
2,TN,53.1,,93.0,30.07,3.0,8.1,0.15
3,GA,52.0,,97.0,30.06,1.0,9.2,0.08
2,MN,35.6,28.6,100.0,29.75,3.0,9.2,
2,UT,,,,,,,
2,UT,23.9,12.9,99.0,29.93,5.0,11.5,
2,OR,44.1,42.5,71.0,30.44,10.0,3.5,
2,CA,59.0,,31.0,29.87,10.0,5.8,
2,OH,57.0,,77.0,29.8,10.0,11.5,
2,NJ,57.0,,96.0,29.88,6.0,3.5,
2,AZ,50.0,,28.0,29.96,10.0,9.2,
3,OR,43.0,,89.0,30.41,3.0,,0.0
2,OR,30.0,24.1,82.0,30.38,10.0,5.8,
2,WA,43.0,35.1,93.0,30.25,3.0,17.3,
3,TX,37.8,30.7,62.0,30.29,10.0,10.4,
2,MD,39.2,,79.0,30.23,10.0,,
2,UT,,,,,,,
4,CA,39.2,,52.0,30.2,10.0,,
2,IN,51.8,,100.0,29.56,1.2,8.1,
2,OH,45.0,40.6,90.0,29.69,1.8,8.1,0.22
4,AZ,46.0,,51.0,29.79,10.0,,
2,WA,36.0,,76.0,30.51,10.0,,
2,CA,50.0,,83.0,29.91,9.0,,
2,NJ,41.0,,76.0,30.14,10.0,,
2,MD,68.0,,52.0,29.99,10.0,6.9,
4,OH,62.1,,93.0,29.89,7.0,6.9,
4,GA,78.1,,45.0,30.06,10.0,6.9,
2,SC,71.1,,63.0,30.09,10.0,4.6,
2,SC,70.0,,61.0,30.1,10.0,,
2,IL,50.0,,94.0,29.83,7.0,10.4,
2,MN,36.0,32.1,86.0,29.98,10.0,4.6,
3,IL,48.0,,63.0,29.79,10.0,15.0,
3,IL,46.9,,63.0,29.8,10.0,11.5,
2,OR,66.9,,66.0,30.19,10.0,12.7,
3,CA,73.4,,20.0,30.08,10.0,,
2,MI,46.0,41.4,71.0,29.81,10.0,9.2,
2,TN,48.0,,71.0,29.92,10.0,,
2,GA,59.0,,96.0,29.8,9.0,4.6,
2,OR,57.9,,67.0,30.31,10.0,6.9,
2,OR,57.9,,78.0,30.3,10.0,3.5,
3,CA,73.9,,38.0,30.1,10.0,3.5,
2,CA,89.1,,15.0,30.01,10.0,,
2,CA,84.0,,29.0,29.95,10.0,8.1,
3,TX,71.6,,43.0,29.87,10.0,15.0,
2,OR,52.0,,89.0,30.33,10.0,5.8,
2,WA,55.0,,86.0,30.23,7.0,5.8,0.04
4,PA,57.0,,42.0,30.47,10.0,4.6,
2,AL,60.1,,83.0,30.11,9.0,10.4,0.0
2,OR,55.9,,100.0,29.92,3.0,23.0,0.15
2,OR,55.9,,90.0,30.01,10.0,,0.01
2,OR,62.1,,56.0,30.08,10.0,10.4,
2,RI,43.0,38.8,86.0,30.53,10.0,6.9,
2,NC,53.6,,100.0,30.15,2.0,5.8,
2,FL,86.0,,61.0,30.09,10.0,9.2,
4,GA,61.0,,97.0,30.02,0.5,3.5,
3,CO,48.2,,30.0,29.84,50.0,24.2,
2,CA,68.0,,52.0,30.0,10.0,9.2,
2,CA,73.0,,55.0,29.84,10.0,5.8,
2,CA,72.0,,64.0,29.82,10.0,8.1,
2,CA,66.9,,70.0,29.82,10.0,5.8,
2,CA,64.0,,80.0,29.84,7.0,4.6,
2,CA,66.9,,76.0,29.86,10.0,,
2,OH,54.0,,83.0,29.77,10.0,13.8,
2,PA,57.9,,93.0,29.85,8.0,5.8,0.36
2,MD,57.2,,100.0,29.83,10.0,6.9,0.02
3,TN,62.1,,90.0,29.94,10.0,3.5,0.0
2,GA,69.8,,94.0,29.94,5.0,17.3,
3,GA,66.2,,83.0,30.0,1.0,17.3,0.04
4,FL,87.1,,49.0,29.99,10.0,4.6,
4,FL,87.1,,49.0,29.99,10.0,4.6,
4,MN,47.7,,80.0,29.84,10.0,3.5,0.01
2,KS,44.1,40.8,89.0,30.08,9.0,5.8,0.03
4,TX,59.0,,75.0,29.89,10.0,5.8,
3,TX,78.8,,83.0,29.92,7.0,,
3,CO,35.1,28.6,64.0,30.03,10.0,8.1,
2,OR,57.9,,56.0,30.25,10.0,,
2,OR,55.9,,75.0,30.26,10.0,15.0,
4,OR,48.0,,96.0,30.25,10.0,,
2,CA,69.1,,57.0,29.95,10.0,3.5,
2,CA,66.0,,70.0,29.94,10.0,,
3,NY,51.1,,80.0,29.99,10.0,15.0,
2,FL,87.8,,52.0,29.98,10.0,4.6,
2,CO,41.0,35.8,53.0,30.06,12.0,8.1,
3,CO,32.0,23.6,73.0,30.19,10.0,10.4,
2,OR,45.0,41.8,90.0,30.4,2.5,5.8,
2,OR,46.9,,83.0,30.37,10.0,5.8,
2,CA,75.0,,14.0,29.99,10.0,3.5,
2,CA,64.4,,73.0,29.96,10.0,4.6,
2,CA,63.0,,78.0,29.95,10.0,8.1,
2,MI,39.0,32.3,65.0,30.39,10.0,10.4,
3,NJ,50.0,,58.0,30.27,10.0,4.6,
4,FL,78.1,,87.0,29.99,10.0,5.8,
3,MN,24.1,17.0,65.0,30.41,10.0,5.8,
2,KS,,,,,,,
4,TX,58.1,,91.0,30.06,10.0,,
2,TN,52.0,,59.0,30.22,10.0,12.7,
2,TX,69.8,,83.0,29.95,6.0,5.8,
2,CA,73.4,,10.0,29.96,10.0,4.6,
2,NH,45.0,40.1,52.0,30.34,10.0,9.2,
2,MI,37.0,29.8,86.0,29.89,10.0,10.4,
3,NY,45.0,39.7,65.0,30.33,10.0,10.4,
2,WV,44.1,39.5,89.0,29.97,10.0,8.1,0.03
3,FL,84.0,,58.0,29.96,10.0,11.5,
4,WI,28.9,,96.0,30.13,1.2,,0.01
3,TN,51.1,,66.0,30.03,10.0,4.6,
4,AZ,68.2,,31.0,29.93,10.0,6.9,
2,OR,,,,,,,
2,OR,41.0,38.0,65.0,30.23,10.0,4.6,
2,ME,33.1,25.5,96.0,29.9,7.0,9.2,0.03
2,NY,30.9,20.7,76.0,30.27,10.0,13.8,
2,VA,33.3,24.1,55.0,30.2,10.0,12.7,
2,SC,60.1,,44.0,30.15,10.0,8.1,
4,MO,19.9,11.1,74.0,30.53,10.0,6.9,
2,OR,43.0,38.8,34.0,30.17,10.0,6.9,
2,MI,29.3,24.3,72.0,30.37,10.0,4.6,
2,OR,33.1,,92.0,30.3,5.0,,
2,OR,39.0,36.8,70.0,30.58,10.0,3.5,
2,OR,,,,,,,
2,OH,30.0,,75.0,30.31,10.0,,
2,NJ,30.9,,96.0,30.44,9.0,,
4,KY,45.0,,76.0,30.19,10.0,,0.0
3,VA,46.0,44.8,63.0,30.35,10.0,3.5,
2,NJ,,,,30.3,10.0,,
2,TX,44.1,37.1,93.0,30.08,3.0,15.0,0.01
3,CA,66.0,,32.0,30.27,5.0,,
2,CA,64.9,,28.0,30.26,10.0,5.8,
2,CA,66.0,,8.0,30.33,10.0,,
2,ME,33.8,,87.0,30.14,1.0,,0.07
3,FL,82.9,,72.0,30.05,10.0,9.2,
2,TX,30.9,19.8,69.0,30.48,10.0,16.1,
3,CO,26.6,,74.0,30.45,50.0,,
2,OR,30.2,24.3,44.0,30.47,10.0,5.8,
2,NY,37.9,,36.0,30.4,10.0,,
2,FL,79.0,,77.0,30.13,10.0,6.9,
2,WA,50.0,,83.0,30.26,9.0,21.9,
2,OR,48.0,,89.0,30.42,1.5,,0.01
2,CA,70.0,,29.0,30.12,10.0,11.5,
2,CA,66.2,,11.0,30.15,10.0,,
2,NJ,37.4,28.9,93.0,30.25,2.5,13.8,0.09
3,VA,54.0,,97.0,30.04,2.5,23.0,0.12
2,NC,39.9,35.8,93.0,29.9,4.0,5.8,
4,NC,39.0,34.8,96.0,29.86,2.0,5.8,0.0
3,GA,42.1,37.1,92.0,30.13,3.0,8.1,0.05
2,IL,34.0,28.8,89.0,29.96,2.5,5.8,0.0
3,MS,30.2,,93.0,30.31,10.0,,
2,TX,55.9,,40.0,30.21,10.0,3.5,
2,TX,50.0,,59.0,30.22,10.0,5.8,
2,UT,46.9,,43.0,30.35,,,
2,UT,,,,,,,
3,CO,50.0,,30.0,30.14,50.0,3.5,
2,AZ,73.0,,14.0,30.01,10.0,5.8,
2,OR,48.0,,96.0,30.28,8.0,,
2,CA,55.0,,30.0,30.09,10.0,,
2,CA,66.9,,66.0,30.01,10.0,,
2,CA,62.6,,40.0,30.02,10.0,,
2,MO,57.9,,42.0,30.03,10.0,6.9,
2,OR,32.0,26.4,93.0,30.19,10.0,5.8,
4,OR,32.0,28.7,79.0,30.21,8.0,3.5,
2,CA,69.8,,60.0,29.99,10.0,6.9,
2,ME,43.0,38.2,51.0,30.01,10.0,8.1,
3,CT,43.0,37.2,53.0,30.11,10.0,10.4,
3,CT,37.9,34.4,70.0,30.29,10.0,4.6,
3,TX,62.6,,77.0,30.11,10.0,,
2,CT,37.9,32.1,60.0,30.31,10.0,8.1,
3,TX,59.0,,96.0,30.16,10.0,13.8,
4,OR,37.0,31.6,73.0,30.17,10.0,6.9,
4,MD,,,,,,,
4,CT,42.1,38.4,85.0,30.13,8.0,5.8,
2,GA,37.4,,93.0,30.17,5.0,,
2,FL,72.0,,87.0,30.05,10.0,3.5,
2,IL,27.7,21.3,94.0,30.09,4.0,5.8,
2,TN,51.8,,71.0,30.07,10.0,8.1,
2,UT,25.0,,75.0,30.37,10.0,,
2,WA,41.0,,93.0,30.17,5.0,,
2,OR,44.1,40.1,60.0,30.26,10.0,6.9,
2,NC,53.1,,93.0,29.99,10.0,5.8,
3,FL,73.9,,79.0,30.08,10.0,6.9,
2,FL,70.0,,71.0,30.09,10.0,8.1,
2,IL,35.1,28.6,52.0,30.25,10.0,8.1,
3,IL,32.0,22.1,64.0,30.2,10.0,13.8,
3,IL,30.2,21.9,71.0,30.17,10.0,9.2,
3,AL,46.0,41.4,83.0,30.24,10.0,9.2,
2,TX,41.0,36.4,76.0,30.36,10.0,6.9,
2,UT,34.2,,63.0,30.2,10.0,,
2,CA,53.6,,58.0,30.05,2.5,,
3,CA,57.0,,59.0,29.99,5.0,3.5,
2,CA,,,,,,,
2,CA,64.0,,73.0,30.0,8.0,8.1,
3,FL,80.1,,64.0,30.07,10.0,15.0,
2,OR,39.0,,93.0,29.84,10.0,,
2,OR,48.9,,93.0,29.8,6.0,,
2,UT,42.6,39.0,65.0,30.02,10.0,5.8,
3,CO,37.4,29.8,30.0,30.06,10.0,11.5,
2,OR,46.9,,83.0,29.85,10.0,3.5,0.0
2,CA,53.6,,100.0,30.11,10.0,,
3,GA,42.1,35.7,82.0,30.3,10.0,11.5,
2,MN,39.0,32.3,82.0,29.66,10.0,10.4,
2,TX,55.0,,83.0,29.86,10.0,13.8,
2,UT,41.0,34.7,65.0,30.0,10.0,10.4,
2,OR,50.0,,77.0,29.68,1.8,9.2,0.06
3,WA,46.0,41.0,93.0,29.64,5.0,10.4,0.03
4,NY,37.0,31.6,100.0,29.76,5.0,6.9,0.03
4,RI,45.0,39.7,58.0,30.12,10.0,10.4,
2,UT,,,,,,,
2,OR,48.9,,80.0,30.16,10.0,4.6,
